"","wage","educ","exper","tenure","nonwhite","female","married","numdep","smsa","northcen","south","west","construc","ndurman","trcommpu","trade","services","profserv","profocc","clerocc","servocc","lwage","expersq","tenursq"
"19",3.59999990463257,12,13,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1.2809339761734,169,0
"20",4.5,12,36,6,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1.50407695770264,1296,36
"21",6.88000011444092,12,11,4,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1.92861902713776,121,16
"22",8.47999954223633,12,29,13,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,2.1377100944519,841,169
"23",6.32999992370605,16,9,9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1.84529995918274,81,81
"24",0.529999971389771,12,3,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,-0.634878277778625,9,1
"25",6,11,37,8,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1.79175901412964,1369,64
"26",9.5600004196167,16,3,3,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,2.25758790969849,9,9
"27",7.78000020980835,16,11,10,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2.05155611038208,121,100
"28",12.5,16,31,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2.52572894096375,961,0
"29",12.5,15,30,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,2.52572894096375,900,0
"30",3.25,8,9,1,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1.1786550283432,81,1
"31",13,14,23,5,0,0,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,2.56494903564453,529,25
"32",4.5,14,2,5,0,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1.50407695770264,4,25
"33",9.68000030517578,13,16,16,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2.27006196975708,256,256
"34",5,12,7,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.60943794250488,49,9
"35",4.67999982833862,12,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1.54329800605774,9,0
"36",4.26999998092651,16,22,4,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1.45161402225494,484,16
"37",6.15000009536743,12,15,6,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1.81645202636719,225,36
"38",3.50999999046326,4,39,15,0,0,1,5,1,0,0,1,0,0,0,1,0,0,0,0,0,1.25561594963074,1521,225
"39",3,14,3,3,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1.09861195087433,9,9
"40",6.25,12,11,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1.83258199691772,121,0
"41",7.80999994277954,12,3,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2.05540490150452,9,0
"42",10,12,20,5,1,1,1,4,1,0,0,1,0,0,0,0,0,1,0,1,0,2.3025848865509,400,25
"43",4.5,14,16,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1.50407695770264,256,0
"44",4,11,45,12,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1.38629400730133,2025,144
"45",6.38000011444092,13,11,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.85316801071167,121,16
"46",13.6999998092651,15,20,13,0,0,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,2.61739611625671,400,169
"47",1.66999995708466,10,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0.512823581695557,1,0
"48",2.9300000667572,12,36,2,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1.07500195503235,1296,4
"49",3.65000009536743,14,9,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1.29472696781158,81,4
"50",2.90000009536743,12,15,1,0,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,1.0647109746933,225,1
"51",1.62999999523163,12,18,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0.488579988479614,324,0
"52",8.60000038146973,16,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.15176200866699,9,4
"53",5,12,15,5,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1.60943794250488,225,25
"54",6,12,7,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.79175901412964,49,49
"55",2.5,12,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916290819644928,4,0
"56",3.25,15,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1.1786550283432,9,0
"57",3.40000009536743,16,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1.22377598285675,1,1
"58",10,8,13,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.3025848865509,169,0
"59",21.6299991607666,18,8,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3.07408094406128,64,64
"60",4.38000011444092,16,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.47704899311066,49,0
"61",11.710000038147,13,40,20,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2.46044301986694,1600,400
"62",12.3900003433228,14,42,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.51689004898071,1764,25
"63",6.25,10,36,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.83258199691772,1296,64
"64",3.71000003814697,10,13,0,1,1,0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,1.31103205680847,169,0
"65",7.78000020980835,14,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.05155611038208,81,9
"66",19.9799995422363,14,26,23,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2.99473190307617,676,529
"67",6.25,16,7,4,1,1,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,1.83258199691772,49,16
"68",10,12,25,3,0,0,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,2.3025848865509,625,9
"69",5.71000003814697,16,10,5,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1.74221897125244,100,25
"70",2,12,3,2,0,1,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471824646,9,4
"71",5.71000003814697,16,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1.74221897125244,9,0
"72",13.0799999237061,17,17,2,1,0,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,2.57108402252197,289,4
"73",4.90999984741211,12,17,8,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1.59127402305603,289,64
"74",2.91000008583069,12,20,34,0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1.06815302371979,400,1156
"75",3.75,12,7,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1.32175600528717,49,0
"76",11.8999996185303,13,24,19,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,2.47653794288635,576,361
"77",4,12,28,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1.38629400730133,784,0
"78",3.09999990463257,12,2,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1.13140201568604,4,1
"79",8.44999980926514,12,19,13,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2.13416600227356,361,169
"80",7.1399998664856,18,13,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1.9657130241394,169,0
"81",4.5,9,22,5,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1.50407695770264,484,25
"82",4.65000009536743,16,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.53686702251434,9,1
"83",2.90000009536743,10,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1.0647109746933,16,0
"84",6.67000007629395,12,7,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.89761996269226,49,25
"85",3.5,12,6,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1.25276303291321,36,4
"86",3.25999999046326,12,13,3,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1.18172705173492,169,9
"87",3.25,12,14,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1.1786550283432,196,0
"88",8,12,14,4,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2.07944202423096,196,16
"89",9.85000038146973,8,40,24,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2.28747200965881,1600,576
"90",7.5,12,11,7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.01490306854248,121,49
"91",5.90999984741211,12,14,6,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1.77664601802826,196,36
"92",11.7600002288818,14,40,39,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2.46470403671265,1600,1521
"93",3,12,1,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1.09861195087433,1,0
"94",4.80999994277954,12,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.5706969499588,4,0
"95",6.5,12,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.87180197238922,16,1
"96",4,9,19,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1.38629400730133,361,1
"97",3.5,13,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1.25276303291321,1,0
"98",13.1599998474121,12,34,22,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2.57718205451965,1156,484
"99",4.25,14,5,2,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1.44691896438599,25,4
"100",3.5,12,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.25276303291321,9,0
"101",5.13000011444092,15,6,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.63510596752167,36,36
"102",3.75,12,14,0,0,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,1.32175600528717,196,0
"103",4.5,12,35,12,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1.50407695770264,1225,144
"104",7.63000011444092,12,8,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2.03208804130554,64,16
"105",15,14,7,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.7080500125885,49,49
"106",6.84999990463257,15,11,3,0,1,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1.9242490530014,121,9
"107",13.3299999237061,12,14,11,0,0,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,2.59001708030701,196,121
"108",6.67000007629395,12,35,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.89761996269226,1225,100
"109",2.52999997138977,12,46,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.928219318389893,2116,0
"110",9.80000019073486,17,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2.28238201141357,49,0
"111",3.36999988555908,11,45,12,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.21491301059723,2025,144
"112",24.9799995422363,18,29,25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.21807599067688,841,625
"113",5.40000009536743,12,6,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.68639898300171,36,9
"114",6.1100001335144,14,15,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1.80992698669434,225,0
"115",4.19999980926514,14,33,16,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.43508398532867,1089,256
"116",3.75,10,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.32175600528717,225,0
"117",3.5,14,5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1.25276303291321,25,0
"118",3.64000010490417,12,7,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1.29198396205902,49,4
"119",3.79999995231628,15,6,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1.33500099182129,36,1
"120",3,8,33,12,0,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1.09861195087433,1089,144
"121",5,16,2,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.60943794250488,4,1
"122",4.63000011444092,14,4,0,0,1,1,2,1,0,1,0,0,0,0,0,0,1,0,0,1,1.53255701065063,16,0
"123",3,15,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.09861195087433,1,0
"124",3.20000004768372,12,29,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1.16315102577209,841,0
"125",3.91000008583069,18,17,3,0,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1.36353695392609,289,9
"126",6.42999982833862,16,17,3,0,1,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1.86097502708435,289,9
"127",5.48000001907349,10,36,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.70110499858856,1296,9
"128",1.5,8,31,30,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.405465096235275,961,900
"129",2.90000009536743,10,23,2,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1.0647109746933,529,4
"130",5,11,13,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.60943794250488,169,1
"131",8.92000007629395,18,3,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2.18829607963562,9,9
"132",5,15,15,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.60943794250488,225,0
"133",3.51999998092651,12,48,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.25846099853516,2304,1
"134",2.90000009536743,11,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0647109746933,36,0
"135",4.5,12,12,0,0,0,1,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1.50407695770264,144,0
"136",2.25,12,5,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0.810930192470551,25,0
"137",5,14,19,5,0,0,1,4,1,0,1,0,0,0,0,1,0,0,0,0,0,1.60943794250488,361,25
"138",10,16,9,3,1,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,2.3025848865509,81,9
"139",3.75,2,39,13,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1.32175600528717,1521,169
"140",10,14,28,11,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,2.3025848865509,784,121
"141",10.9499998092651,16,23,20,0,0,1,4,1,0,1,0,0,1,0,0,0,0,1,0,0,2.39333891868591,529,400
"142",7.90000009536743,12,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.06686305999756,4,0
"143",4.71999979019165,12,15,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.55180895328522,225,1
"144",5.84000015258789,13,5,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1.76473104953766,25,0
"145",3.82999992370605,12,18,2,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,1.34286499023438,324,4
"146",3.20000004768372,15,2,2,0,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1.16315102577209,4,4
"147",2,10,3,0,1,1,0,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0.6931471824646,9,0
"148",4.5,12,31,4,0,1,1,3,1,0,1,0,0,0,0,0,0,1,0,1,0,1.50407695770264,961,16
"149",11.5500001907349,16,20,5,0,1,1,3,1,0,1,0,1,0,0,0,0,0,0,1,0,2.4466860294342,400,25
"150",2.14000010490417,13,34,15,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.760805904865265,1156,225
"151",2.38000011444092,9,5,0,1,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0.867100477218628,25,0
"152",3.75,12,11,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.32175600528717,121,0
"153",5.51999998092651,13,31,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.70837795734406,961,9
"154",6.5,12,8,5,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1.87180197238922,64,25
"155",3.09999990463257,12,2,2,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1.13140201568604,4,4
"156",10,14,18,5,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,2.3025848865509,324,25
"157",6.63000011444092,16,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1.8916050195694,9,0
"158",10,16,3,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2.3025848865509,9,4
"159",2.30999994277954,9,4,1,0,1,0,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0.837247490882874,16,1
"160",6.88000011444092,18,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.92861902713776,16,16
"161",2.82999992370605,10,1,0,0,0,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,1.04027700424194,1,0
"162",3.13000011444092,10,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1.14103305339813,1,0
"163",8,13,28,5,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,2.07944202423096,784,25
"164",4.5,12,47,4,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1.50407695770264,2209,16
"165",8.64999961853027,18,13,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2.15755891799927,169,1
"166",2,13,2,6,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0.6931471824646,4,36
"167",4.75,12,48,2,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1.55814504623413,2304,4
"168",6.25,13,6,5,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1.83258199691772,36,25
"169",6,13,8,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1.79175901412964,64,0
"170",15.3800001144409,13,25,21,0,0,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,2.73306798934937,625,441
"171",14.5799999237061,18,13,7,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2.6796510219574,169,49
"172",12.5,12,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.52572894096375,64,1
"173",5.25,12,19,10,0,1,1,2,1,1,0,0,0,0,1,0,0,0,0,1,0,1.65822803974152,361,100
"174",2.17000007629395,13,1,4,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.77472722530365,1,16
"175",7.1399998664856,12,43,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.9657130241394,1849,25
"176",6.21999979019165,12,19,9,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1.82776999473572,361,81
"177",9,12,11,5,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2.19722509384155,121,25
"178",10,14,43,4,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2.3025848865509,1849,16
"179",5.76999998092651,10,44,3,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.75267195701599,1936,9
"180",4,12,22,11,0,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1.38629400730133,484,121
"181",8.75,16,3,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,2.16905403137207,9,4
"182",6.53000020980835,16,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.87640702724457,9,4
"183",7.59999990463257,12,41,11,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2.02814793586731,1681,121
"184",5,14,5,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.60943794250488,25,0
"185",5,12,14,11,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1.60943794250488,196,121
"186",21.8600006103516,12,24,16,0,0,1,3,1,1,0,0,0,0,0,1,0,0,1,0,0,3.08465909957886,576,256
"187",8.64000034332275,12,28,8,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2.15640306472778,784,64
"188",3.29999995231628,12,25,8,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1.19392204284668,625,64
"189",4.44000005722046,12,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.49065399169922,9,0
"190",4.55000019073486,12,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.51512694358826,121,0
"191",3.5,12,7,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.25276303291321,49,36
"192",6.25,16,9,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1.83258199691772,81,4
"193",3.84999990463257,16,5,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.34807300567627,25,0
"194",6.17999982833862,14,9,3,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.82131803035736,81,9
"195",2.91000008583069,11,1,0,0,1,0,3,1,1,0,0,0,0,0,0,1,0,1,0,0,1.06815302371979,1,0
"196",6.25,16,2,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.83258199691772,4,1
"197",6.25,12,13,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1.83258199691772,169,0
"198",9.05000019073486,12,10,2,0,0,1,3,1,1,0,0,1,0,0,0,0,0,1,0,0,2.20276498794556,100,4
"199",10,17,5,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2.3025848865509,25,9
"200",11.1099996566772,12,30,8,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2.40784502029419,900,64
"201",6.88000011444092,12,31,19,0,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,1,1.92861902713776,961,361
"202",8.75,16,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2.16905403137207,1,4
"203",10,8,9,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2.3025848865509,81,0
"204",3.04999995231628,12,10,0,0,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1.1151419878006,100,0
"205",3,12,38,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.09861195087433,1444,0
"206",5.80000019073486,12,19,6,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1.75785803794861,361,36
"207",4.09999990463257,16,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.41098701953888,25,0
"208",8,12,26,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2.07944202423096,676,4
"209",6.15000009536743,12,35,12,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.81645202636719,1225,144
"210",2.70000004768372,9,2,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0.993251800537109,4,0
"211",2.75,13,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1.01160097122192,1,4
"212",3,16,19,10,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1.09861195087433,361,100
"213",3,14,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1.09861195087433,9,4
"214",7.3600001335144,8,36,24,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1.99606001377106,1296,576
"215",7.5,14,29,24,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2.01490306854248,841,576
"216",3.5,13,1,2,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1.25276303291321,1,4
"217",8.10000038146973,12,38,3,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,2.09186410903931,1444,9
"218",3.75,18,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1.32175600528717,1,4
"219",3.25,9,29,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.1786550283432,841,0
"220",5.82999992370605,8,36,15,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.7630170583725,1296,225
"221",3.5,8,4,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,1.25276303291321,16,0
"222",3.32999992370605,12,45,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.20297205448151,2025,16
"223",4,14,22,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1.38629400730133,484,9
"224",3.5,12,20,4,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1.25276303291321,400,16
"225",6.25,16,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.83258199691772,25,0
"226",2.95000004768372,8,15,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.08180499076843,225,4
